date,var,type,amount
2015-06-01,Enseñanza,Real, 1606.5685
2015-09-01,Enseñanza,Real, 1555.3888
2015-12-01,Enseñanza,Real, 1693.6869
2016-03-01,Enseñanza,Real, 1772.6838
2016-06-01,Enseñanza,Real, 1668.1669
2016-09-01,Enseñanza,Real, 1611.4782
2016-12-01,Enseñanza,Real, 1740.2083
2017-03-01,Enseñanza,Real, 1820.5202
2017-06-01,Enseñanza,Real, 1715.8106
2017-09-01,Enseñanza,Real, 1658.1070
2017-12-01,Enseñanza,Real, 1789.0036
2018-03-01,Enseñanza,Real, 1870.5049
2018-06-01,Enseñanza,Real, 1758.5734
2018-09-01,Enseñanza,Real, 1689.8370
2018-12-01,Enseñanza,Real, 1805.8815
2019-03-01,Enseñanza,Real, 1900.0259
2019-06-01,Enseñanza,Real, 1767.4407
2019-09-01,Enseñanza,Real, 1710.8881
2019-12-01,Enseñanza,Real, 1825.2602
2020-03-01,Enseñanza,Real, 1925.1809
2020-06-01,Enseñanza,Real, 1788.1106
2006-03-01,Salud,Real,  683.5871
2006-06-01,Salud,Real,  702.55890
2006-09-01,Salud,Real,  709.6650
2006-12-01,Salud,Real,  721.7311
2007-03-01,Salud,Real,  721.4563
2007-06-01,Salud,Real,  719.9723
2007-09-01,Salud,Real,  761.2301
2007-12-01,Salud,Real,  778.0450
2008-03-01,Salud,Real,  768.8101
2008-06-01,Salud,Real,  757.2081
2008-09-01,Salud,Real,  782.7760
2008-12-01,Salud,Real,  769.6152
2009-03-01,Salud,Real,  748.4645
2009-06-01,Salud,Real,  740.3872
2009-09-01,Salud,Real,  737.4596
2009-12-01,Salud,Real,  745.9799
2010-03-01,Salud,Real,  740.7859
2010-06-01,Salud,Real,  741.1047
2010-09-01,Salud,Real,  738.2569
2010-12-01,Salud,Real,  761.2881
2011-03-01,Salud,Real,  745.1885
2011-06-01,Salud,Real,  729.2876
2011-09-01,Salud,Real,  761.2795
2011-12-01,Salud,Real,  763.9360
2012-03-01,Salud,Real,  769.7251
2012-06-01,Salud,Real,  790.6888
2012-09-01,Salud,Real,  784.9158
2012-12-01,Salud,Real,  808.8844
2013-03-01,Salud,Real,  882.9241
2013-06-01,Salud,Real,  901.1602
2013-09-01,Salud,Real,  896.5379
2013-12-01,Salud,Real,  891.0553
2014-03-01,Salud,Real,  899.6351
2014-06-01,Salud,Real,  897.3146
2014-09-01,Salud,Real,  911.0574
2014-12-01,Salud,Real,  934.2322
2015-03-01,Salud,Real,  938.6930
2015-06-01,Salud,Real,  953.0629
2015-09-01,Salud,Real,  972.9623
2015-12-01,Salud,Real,  994.5986
2016-03-01,Salud,Real,  983.9712
2016-06-01,Salud,Real,  999.3935
2016-09-01,Salud,Real, 1021.3465
2016-12-01,Salud,Real, 1040.3522
2017-03-01,Salud,Real, 1058.1707
2017-06-01,Salud,Real, 1065.8977
2017-09-01,Salud,Real, 1093.3769
2017-12-01,Salud,Real, 1099.1829
2018-03-01,Salud,Real, 1084.8865
2018-06-01,Salud,Real, 1104.3384
2018-09-01,Salud,Real, 1122.6576
2018-12-01,Salud,Real, 1122.1069
2019-03-01,Salud,Real, 1104.7884
2019-06-01,Salud,Real, 1109.7393
2019-09-01,Salud,Real, 1128.4360
2019-12-01,Salud,Real, 1132.5724
2020-03-01,Salud,Real, 1134.9432
2020-06-01,Salud,Real, 1150.2059
2006-03-01,Otros servicios,Real, 2451.5403
2006-06-01,Otros servicios,Real, 2604.66023
2006-09-01,Otros servicios,Real, 2641.6889
2006-12-01,Otros servicios,Real, 2902.8934
2007-03-01,Otros servicios,Real, 2618.6850
2007-06-01,Otros servicios,Real, 2634.6948
2007-09-01,Otros servicios,Real, 2765.6521
2007-12-01,Otros servicios,Real, 3174.0497
2008-03-01,Otros servicios,Real, 2934.3025
2008-06-01,Otros servicios,Real, 3109.7127
2008-09-01,Otros servicios,Real, 3132.8224
2008-12-01,Otros servicios,Real, 3391.0253
2009-03-01,Otros servicios,Real, 2849.2362
2009-06-01,Otros servicios,Real, 3138.9097
2009-09-01,Otros servicios,Real, 3109.8309
2009-12-01,Otros servicios,Real, 3523.0256
2010-03-01,Otros servicios,Real, 3154.1259
2010-06-01,Otros servicios,Real, 3326.5703
2010-09-01,Otros servicios,Real, 3481.7155
2010-12-01,Otros servicios,Real, 3824.5536
2011-03-01,Otros servicios,Real, 3259.3701
2011-06-01,Otros servicios,Real, 3217.0115
2011-09-01,Otros servicios,Real, 3420.0800
2011-12-01,Otros servicios,Real, 3601.4446
2012-03-01,Otros servicios,Real, 3356.3675
2012-06-01,Otros servicios,Real, 3546.2244
2012-09-01,Otros servicios,Real, 3592.6268
2012-12-01,Otros servicios,Real, 3857.8461
2013-03-01,Otros servicios,Real, 3694.9716
2013-06-01,Otros servicios,Real, 3866.2082
2013-09-01,Otros servicios,Real, 3741.7984
2013-12-01,Otros servicios,Real, 3802.4797
2014-03-01,Otros servicios,Real, 3989.6595
2014-06-01,Otros servicios,Real, 4182.8597
2014-09-01,Otros servicios,Real, 4115.1700
2014-12-01,Otros servicios,Real, 4323.1545
2015-03-01,Otros servicios,Real, 4245.7375
2015-06-01,Otros servicios,Real, 4283.0937
2015-09-01,Otros servicios,Real, 4334.6857
2015-12-01,Otros servicios,Real, 4485.6764
2016-03-01,Otros servicios,Real, 4689.7500
2016-06-01,Otros servicios,Real, 4602.9317
2016-09-01,Otros servicios,Real, 4349.1029
2016-12-01,Otros servicios,Real, 4567.8252
2017-03-01,Otros servicios,Real, 4785.0146
2017-06-01,Otros servicios,Real, 4633.2016
2017-09-01,Otros servicios,Real, 4418.2934
2017-12-01,Otros servicios,Real, 4659.7000
2018-03-01,Otros servicios,Real, 4787.9724
2018-06-01,Otros servicios,Real, 4577.4708
2018-09-01,Otros servicios,Real, 4306.9020
2018-12-01,Otros servicios,Real, 4464.6544
2019-03-01,Otros servicios,Real, 4659.4608
2019-06-01,Otros servicios,Real, 4339.9607
2019-09-01,Otros servicios,Real, 3998.2006
2019-12-01,Otros servicios,Real, 4234.4035
2020-03-01,Otros servicios,Real, 4412.0391
2020-06-01,Otros servicios,Real, 4168.2642
